,geometry,meanHeight,RegionName,quadkey
45514,"POLYGON ((-58.447557541597696 -34.5584891726222, -58.44766296799273 -34.558331584018944, -58.44759391160594 -34.55830024667037, -58.4476653364458 -34.55819349604869, -58.4478443389755 -34.55827472633665, -58.447667477467284 -34.55853906070088, -58.447557541597696 -34.5584891726222))",-1.0,Argentina,210321300
46292,"POLYGON ((-58.45676586351019 -34.56354028631658, -58.45646354210191 -34.56391287937258, -58.45654142334682 -34.56395573310144, -58.4566341900493 -34.56384140392476, -58.45690306100676 -34.56390010458767, -58.45682713975565 -34.56399367274149, -58.45686517564683 -34.56401460176487, -58.45689735235413 -34.56428140419506, -58.45632623325995 -34.56434976233987, -58.45646252437794 -34.56442475537328, -58.45638694949915 -34.5645179058148, -58.4565399813467 -34.56460211011795, -58.45648918143792 -34.56466471728484, -58.45617394782754 -34.56449126305829, -58.45631891342087 -34.56431260308467, -58.45622434333775 -34.56426056663437, -58.45615455951071 -34.56434657043128, -58.45589707242558 -34.56436762878654, -58.45583639702802 -34.56433424264827, -58.45590802967049 -34.56411180077082, -58.45609936957012 -34.56409616318535, -58.45615355696339 -34.56392784944315, -58.45592966964001 -34.56380465656781, -58.45590525538901 -34.56379932637554, -58.45583748641145 -34.56400982672004, -58.45568045377101 -34.56397554296302, -58.45554719767329 -34.56413977248057, -58.45528944783894 -34.56399794727413, -58.45600188558389 -34.5631199085893, -58.45676586351019 -34.56354028631658))",-1.0,Argentina,210321300
46357,"POLYGON ((-58.46558529075708 -34.56723361114364, -58.46571286219829 -34.56711327466007, -58.46588115886721 -34.56723424628507, -58.46575359323082 -34.56735458676607, -58.46558529075708 -34.56723361114364))",-1.0,Argentina,210321300
47892,"POLYGON ((-58.47275120720483 -34.55762351997879, -58.47262358318086 -34.55781637297876, -58.47259957123877 -34.55783510454809, -58.47199229048892 -34.55756256766723, -58.47200231583591 -34.55751337330611, -58.47276006697651 -34.5569222956277, -58.47287892233486 -34.5569387239541, -58.47330976193182 -34.55713210353572, -58.47325679072834 -34.55721214898848, -58.4731285768792 -34.5571546011294, -58.47311130811462 -34.55718069617843, -58.47300908257417 -34.55716656648617, -58.47300251511251 -34.55719879314729, -58.47328173950742 -34.55723738773575, -58.47300319668853 -34.55765834996195, -58.47275120720483 -34.55762351997879))",-1.0,Argentina,210321300
49100,"POLYGON ((-58.44270413589374 -34.56759118581124, -58.44266211580238 -34.56753950380714, -58.44260084523272 -34.56733981298599, -58.44255016319505 -34.56731603639651, -58.44238851493352 -34.56711721861971, -58.44240814169835 -34.56708884991815, -58.44229376539104 -34.56711101674782, -58.44222991954943 -34.56703249821962, -58.44231607811112 -34.56698499734887, -58.44238848755624 -34.56696993630689, -58.44241576150348 -34.56693051422698, -58.44248187405802 -34.56696152991537, -58.44250136780608 -34.5669855061397, -58.44263926630618 -34.56690947204306, -58.44272967845781 -34.56695188752165, -58.44276487164733 -34.56690101261253, -58.44299580336904 -34.56677369525413, -58.44310344761404 -34.56690607805371, -58.44313221992331 -34.5669998522707, -58.44306661989931 -34.5670946711961, -58.44296273076262 -34.56715194719465, -58.4429887566109 -34.5671839541177, -58.44296587398197 -34.56721702883557, -58.44308087971449 -34.5673584789464, -58.44303215935609 -34.56738533929888, -58.44299545299695 -34.56736811916413, -58.44292028345927 -34.56747676946934, -58.44280501190039 -34.56754032715639, -58.44279857856107 -34.56754166564178, -58.44271157083195 -34.56758963936811, -58.44270413589374 -34.56759118581124))",-1.0,Argentina,210321300
49353,"POLYGON ((-58.45770533581988 -34.5570723534362, -58.45747460683019 -34.55730729591085, -58.45735259214032 -34.55728132334195, -58.45732815568925 -34.55730620601109, -58.45720158229333 -34.55735741767886, -58.45717193163128 -34.55745186796759, -58.45710074861742 -34.55743671157106, -58.45706058103963 -34.55747761254241, -58.45687964991939 -34.55743909884599, -58.45687162393977 -34.55746467199941, -58.45699516096983 -34.5575469582103, -58.45695792798831 -34.5575848709549, -58.45710873362721 -34.55768531153925, -58.45700356466689 -34.55779240034829, -58.45665546465993 -34.55771830270221, -58.45651994575528 -34.55762803572132, -58.45653852913912 -34.55756882364854, -58.456354936293 -34.55752973282738, -58.45655408989633 -34.5573269429382, -58.45674257489448 -34.55736707550014, -58.45674471479514 -34.55736025898001, -58.4566032080129 -34.5572660031614, -58.45687822913538 -34.55698595949299, -58.45690378740096 -34.55699139995475, -58.45716752483222 -34.55672282193544, -58.45735730811816 -34.55676322028532, -58.45733895895819 -34.55682168661914, -58.45742547846555 -34.55687931645296, -58.45741442284447 -34.55691454317841, -58.45749377385663 -34.55693143424972, -58.45770533581988 -34.5570723534362))",-1.0,Argentina,210321300
50673,"POLYGON ((-58.45690832974525 -34.56375328929001, -58.45679478236982 -34.56377419195751, -58.45678313917055 -34.5637312871407, -58.45689668476501 -34.56371039133454, -58.45690832974525 -34.56375328929001))",-1.0,Argentina,210321300
53428,"POLYGON ((-58.46380602197883 -34.56351269838406, -58.46310023706412 -34.5642992415366, -58.46277035600545 -34.5640985049822, -58.46280929176077 -34.56400292383039, -58.4626871634062 -34.56392860706327, -58.46271547439527 -34.56389705664006, -58.46274081176038 -34.5639040545322, -58.46275821790323 -34.56386131618763, -58.46307887534498 -34.56394989660284, -58.46322604098999 -34.56358855149151, -58.46318949682708 -34.56357845626448, -58.46316242759185 -34.56353587033655, -58.46332032439484 -34.56346779872965, -58.4633135910948 -34.56345720573897, -58.46311938995969 -34.56333903089674, -58.46296233637469 -34.56340673003314, -58.46283918085753 -34.56354397812142, -58.46283556460581 -34.56355285735643, -58.46292799297954 -34.56360910154093, -58.46290770418067 -34.56365891799243, -58.46275152943001 -34.56383296310801, -58.46234314191397 -34.56372014741385, -58.46259289106968 -34.56346378582643, -58.46253676784607 -34.56342963710203, -58.46280114368072 -34.56313500830308, -58.46300812867972 -34.56304577361993, -58.46314089714828 -34.56308244313013, -58.46324138796339 -34.56324051715059, -58.46336725443563 -34.56327528030769, -58.46345404799305 -34.56323786223315, -58.46374313569905 -34.56341377739309, -58.46380602197883 -34.56351269838406))",-1.0,Argentina,210321300
54811,"POLYGON ((-58.468172335252234 -34.5650690114236, -58.46807837372787 -34.565023781740834, -58.46812699902238 -34.56495527237567, -58.46818097856518 -34.564981253090465, -58.468228166533606 -34.56491476877595, -58.468268150160995 -34.56493401547769, -58.468172335252234 -34.5650690114236))",-1.0,Argentina,210321300
55546,"POLYGON ((-58.47038685037129 -34.56191876814802, -58.47047542120868 -34.56180439619015, -58.47051041100359 -34.56180252872581, -58.47045178038036 -34.56177174008062, -58.47044921124402 -34.56173913010399, -58.4705291723929 -34.56163586433017, -58.47058126478722 -34.56163308406563, -58.47062801286938 -34.56157271784951, -58.47080834160199 -34.56166741390101, -58.47081433289757 -34.56174346129617, -58.47076471736882 -34.56174611222218, -58.47074181037397 -34.56173408308624, -58.47064211370528 -34.56173940981601, -58.47058145487708 -34.56181774753452, -58.47079046333426 -34.56192750384037, -58.47080262363129 -34.5619118012, -58.47084647970514 -34.56193483126196, -58.47092260241892 -34.56183653365582, -58.47102995522632 -34.56189291387162, -58.47102997683154 -34.56189318810546, -58.47095230418287 -34.56199349808861, -58.47108577919021 -34.56206359718593, -58.47097562141775 -34.5622058596047, -58.47087265171654 -34.56215178747495, -58.47088786945397 -34.56213213464521, -58.47087910250964 -34.56202085649237, -58.47079299575082 -34.56213204628621, -58.47038685037129 -34.56191876814802))",-1.0,Argentina,210321300
56636,"POLYGON ((-58.47216061799871 -34.56199016135233, -58.47213365354874 -34.56202432082159, -58.47206200593733 -34.56198596574923, -58.4720889703873 -34.56195180626422, -58.47216061799871 -34.56199016135233))",-1.0,Argentina,210321300
59845,"POLYGON ((-58.47205070397762 -34.56178306959872, -58.47203484827909 -34.56181264540162, -58.47210356171797 -34.56183763170647, -58.4720758105645 -34.56188938798215, -58.47203091908512 -34.56187306408032, -58.47200019459379 -34.56193036564488, -58.47189021046934 -34.56189037209938, -58.47196454391612 -34.56175173914728, -58.47205070397762 -34.56178306959872))",-1.0,Argentina,210321300
60124,"POLYGON ((-58.4437704578493 -34.56296730668825, -58.44419189282078 -34.56261020567291, -58.44418970250074 -34.56260845267879, -58.44421860900556 -34.562583957062, -58.44423455368104 -34.56256817247868, -58.44426574797895 -34.5625417381536, -58.4442978476641 -34.56255544929567, -58.44446102233467 -34.56241717351654, -58.4446603537337 -34.5621006558552, -58.44470265620942 -34.56211872513887, -58.4450728536638 -34.56241498773809, -58.44493640737862 -34.56263162041368, -58.44479691112707 -34.56257203566409, -58.44482102942495 -34.56253374360261, -58.44479799604331 -34.56252390506239, -58.44469596815747 -34.56261035815996, -58.44472385059077 -34.56263267189236, -58.44468639267606 -34.56269214287542, -58.44456799172988 -34.56279247666279, -58.44452703991389 -34.56285750347169, -58.44448265220361 -34.56283854621753, -58.44446562916092 -34.56286557685726, -58.44460202324048 -34.56297472981511, -58.44484402015759 -34.56307809640694, -58.44495320542807 -34.56298557903267, -58.44512993970009 -34.56306106933333, -58.44501044449698 -34.5632507877169, -58.44496063115283 -34.56322951049385, -58.44483849592979 -34.56342344611636, -58.4437704578493 -34.56296730668825))",-1.0,Argentina,210321300
61273,"POLYGON ((-58.44759260505803 -34.5537088360135, -58.44726156394879 -34.5535092379468, -58.44727452466523 -34.553455572939, -58.44736632605673 -34.55341117052113, -58.44800599864813 -34.55269146291721, -58.4480577143698 -34.55272264177331, -58.44804636186061 -34.55276964827088, -58.44818234456312 -34.55285163852594, -58.44825224646447 -34.55281783222065, -58.44828622564872 -34.55283831787807, -58.44826106985059 -34.55294244181796, -58.4483147487102 -34.55297480413115, -58.44822988661691 -34.55307028409352, -58.44819829654292 -34.5530512370354, -58.44820593221066 -34.55301962069908, -58.44818291273463 -34.55298733410498, -58.44813778631193 -34.55303810671121, -58.44810873955431 -34.55303334824005, -58.4481292678936 -34.55294834830958, -58.44807991041146 -34.55294026250468, -58.44787802882087 -34.55316740325357, -58.44790422407456 -34.55318319751328, -58.44784541993458 -34.55324935902048, -58.44778604402623 -34.55321355872266, -58.44770164189727 -34.55330852089814, -58.44769513338822 -34.55333547001509, -58.44775292085433 -34.55337031252166, -58.44768672213998 -34.55344478649462, -58.44771936651247 -34.55349056703784, -58.4476725871049 -34.55368426112223, -58.44762183669922 -34.55367594720033, -58.44759260505803 -34.5537088360135))",-1.0,Argentina,210321300
67341,"POLYGON ((-58.47366846151463 -34.56504172626327, -58.47355355640317 -34.56502047463809, -58.47357331828356 -34.56494799431566, -58.47368822511401 -34.56496923965469, -58.47366846151463 -34.56504172626327))",-1.0,Argentina,210321300
69005,"POLYGON ((-58.47129358345299 -34.5619811075594, -58.47118261256127 -34.56187159455096, -58.47122312951884 -34.56181500848152, -58.47127609215033 -34.56184072965738, -58.4712909571664 -34.56181997160479, -58.47135278633107 -34.56177748237253, -58.47139253520374 -34.56181670910421, -58.4715480663801 -34.5615995193573, -58.47165951195229 -34.56165364276502, -58.47176798037513 -34.56150217302925, -58.47187743919988 -34.56155532532912, -58.47167977285893 -34.56183135429768, -58.47160613917731 -34.56179559426934, -58.47149112513163 -34.56195620400476, -58.47155281821622 -34.56198616505277, -58.47148826951714 -34.56207630300123, -58.47138620796945 -34.56207091382987, -58.47143789022584 -34.56212192128292, -58.47131518241149 -34.56220623910714, -58.47132970420238 -34.56222057006813, -58.47122429592447 -34.56236778269617, -58.4710738512479 -34.5622947200394, -58.47101349285641 -34.56223514985426, -58.4711042069853 -34.56210845880848, -58.47114521051537 -34.56212837200567, -58.47116476063274 -34.56210107159951, -58.47124925831647 -34.5620430046673, -58.47129358345299 -34.5619811075594))",-1.0,Argentina,210321300
70207,"POLYGON ((-58.472588092775524 -34.563142130966156, -58.472439907234566 -34.563053554236475, -58.47247145109531 -34.563034144623686, -58.472403388054644 -34.562959131133766, -58.472460899937346 -34.562893882126914, -58.47255714282107 -34.562834656145355, -58.4725699041001 -34.56282017666682, -58.47260261883604 -34.56280004464732, -58.472623836678146 -34.56277597231019, -58.472807101041326 -34.562885506916246, -58.472820843742106 -34.56290065159196, -58.47276874226827 -34.562959768020406, -58.472679145697924 -34.56290621744027, -58.47263905111771 -34.56295171036483, -58.472646078065914 -34.56295591067453, -58.47262440287174 -34.5629805042107, -58.47269743876437 -34.563024160885334, -58.47263122191477 -34.563099285823796, -58.47261950004066 -34.56310649853877, -58.472588092775524 -34.563142130966156))",-1.0,Argentina,210321300
74473,"POLYGON ((-58.4729302841947 -34.56144875400803, -58.47296284829918 -34.56140589457674, -58.47303802338024 -34.56144463044861, -58.4729982228081 -34.56149701417054, -58.47293726520825 -34.56146560423858, -58.47284374227839 -34.56158870859687, -58.47271193159319 -34.56152079749299, -58.47276445953996 -34.56145166258611, -58.47272783578251 -34.5614327912678, -58.47277607890025 -34.56136929579394, -58.4729302841947 -34.56144875400803))",-1.0,Argentina,210321300
75071,"POLYGON ((-58.4719268195099 -34.56209595947982, -58.47181062656254 -34.5620402607843, -58.47189993241679 -34.56191393182284, -58.47201612182824 -34.56196963560478, -58.4719268195099 -34.56209595947982))",-1.0,Argentina,210321300
76108,"POLYGON ((-58.47720291599005 -34.56726222110842, -58.47642047641047 -34.56684419532736, -58.47642710595188 -34.56677237120201, -58.4767337028334 -34.566551139873, -58.47683161737364 -34.56660345758917, -58.476819970343 -34.56672964116099, -58.47671437014661 -34.56680583907242, -58.47677864312797 -34.56690302747275, -58.47702704036245 -34.56672379163116, -58.47700435316409 -34.56696958350821, -58.4770381193791 -34.56692673144332, -58.47716592098907 -34.5669347378755, -58.47744455282833 -34.56658113066877, -58.47740434308577 -34.56648540377574, -58.47741037126447 -34.56642015458749, -58.4771537347582 -34.56628302814742, -58.47708028683556 -34.56629221942299, -58.47713527682562 -34.56634389657326, -58.47706671993839 -34.56643090140901, -58.47694780655412 -34.56636736345031, -58.47693087689299 -34.5663195382372, -58.47683440245952 -34.56626799538361, -58.47697883221622 -34.56608468083662, -58.47716646110556 -34.56609642459435, -58.47721658619059 -34.56612320470117, -58.47721453357939 -34.56614544277011, -58.47782561934319 -34.56647195928872, -58.47720291599005 -34.56726222110842))",-1.0,Argentina,210321300
76549,"POLYGON ((-58.47673058846852 -34.56653916969907, -58.47677867043061 -34.56642476752603, -58.47682178577296 -34.5664370553196, -58.47685660374551 -34.56635421228067, -58.47705780867647 -34.56641155535041, -58.47704205768889 -34.56644903194761, -58.47708277773445 -34.56646063708267, -58.47701562878738 -34.56662040552222, -58.47673058846852 -34.56653916969907))",-1.0,Argentina,210321300
77519,"POLYGON ((-58.46696385094371 -34.55635063368874, -58.46625581570661 -34.55724505258664, -58.46612223151983 -34.55717332902732, -58.46612292339231 -34.55717590946682, -58.46574827462668 -34.55697475402428, -58.46580711463165 -34.55690042506262, -58.46553374751625 -34.55695013818479, -58.46535728396213 -34.5568553916349, -58.46549533276622 -34.55668100271082, -58.46562379693055 -34.55665764081398, -58.46593265606542 -34.55626747582508, -58.46617546091203 -34.55639784313678, -58.46611901442866 -34.55646914894183, -58.46626018003715 -34.55654494373162, -58.46616569353236 -34.55666430320321, -58.46621241857888 -34.55668939081401, -58.46623227926357 -34.55676346453816, -58.46625392720016 -34.55675952774926, -58.46643512250781 -34.55653063404944, -58.46619608207745 -34.55640228814282, -58.46622591616109 -34.55636460032765, -58.46621921628378 -34.55633960398653, -58.46605334699615 -34.55625054504395, -58.46610611218713 -34.55618388944421, -58.46604023490316 -34.55614851839739, -58.46618625950145 -34.55596405254364, -58.46648553059146 -34.55612473839156, -58.46644994476497 -34.55616969220597, -58.46659111037348 -34.5562454872686, -58.46664387556446 -34.55617883166479, -58.46696385094371 -34.55635063368874))",-1.0,Argentina,210321300
78412,"POLYGON ((-58.45343603752805 -34.55432780630146, -58.45359440837005 -34.55409784315511, -58.45367882025047 -34.55402934405276, -58.45376520815545 -34.55406969364951, -58.4538484306746 -34.55400215967529, -58.45379372101911 -34.55395642909767, -58.4540535141965 -34.55357919314142, -58.4546165174597 -34.55384215874018, -58.45457278110218 -34.55390567442571, -58.45480617121687 -34.55401468513884, -58.45474690548233 -34.55410075301587, -58.4547798937099 -34.55412832709277, -58.45487045335311 -34.55417062515173, -58.45457350650464 -34.55460186057167, -58.45448395552484 -34.55456003385017, -58.45437764958577 -34.55464629912632, -58.45434178909066 -34.5546163243753, -58.45427914764677 -34.55458706273095, -58.45408138788766 -34.55474754094348, -58.45398412487648 -34.55470211222951, -58.45418169456862 -34.55438792968702, -58.45411472175311 -34.55435664850692, -58.45395067461679 -34.55459488258805, -58.45350837491799 -34.55438827123284, -58.45343603752805 -34.55432780630146))",-1.0,Argentina,210321300
82446,"POLYGON ((-58.45310388780231 -34.56424993428905, -58.45310352763425 -34.56429148083704, -58.45289053270287 -34.56457894352417, -58.45274226543206 -34.56450444497828, -58.45274350831601 -34.56436107457672, -58.45262679178905 -34.56451859778346, -58.45259474487283 -34.56451840938722, -58.45255047726613 -34.5645781538506, -58.45234963464951 -34.56447723821813, -58.45235038000833 -34.56439209359125, -58.452239805837 -34.56454132689069, -58.45212286479752 -34.56448256853857, -58.45212337954887 -34.56442319043727, -58.45209518026928 -34.56440902137295, -58.45207609730434 -34.56443477321632, -58.45194215271528 -34.56436747114806, -58.452258799759 -34.56394011582331, -58.452364341534 -34.56399315291631, -58.45227085302966 -34.56411932765188, -58.45227060759812 -34.56414763901901, -58.45230065182391 -34.56414781564264, -58.45238473713797 -34.56419006543703, -58.45246428961043 -34.56408269926861, -58.45246507623794 -34.56399195898841, -58.45251335353986 -34.56399224280102, -58.45251331524599 -34.56399666013684, -58.4525697737901 -34.5639969920453, -58.45272876811038 -34.5640768901655, -58.45273711595001 -34.56406562368657, -58.45310388780231 -34.56424993428905))",-1.0,Argentina,210321300
84167,"POLYGON ((-58.44986563386944 -34.55998926211123, -58.44976252945274 -34.55992192490501, -58.44985655001747 -34.55982428945906, -58.44995964934001 -34.55989162341736, -58.44986563386944 -34.55998926211123))",-1.0,Argentina,210321300
